"","Abiotrophia","Acidaminococcus","Acinetobacter","Actinobacillus","Actinomyces","Adlercreutzia","Aerococcus","Aeromonas","Aggregatibacter","Akkermansia","Alistipes","Alloprevotella","Alloscardovia","Anaerococcus","Anaeroglobus","Anaerostipes","Anaerotruncus","Atopobium","Bacillus","Bacteroides","Barnesiella","Bifidobacterium","Bilophila","Blautia","Bulleidia","Butyricicoccus","Butyricimonas","Butyrivibrio","Campylobacter","Capnocytophaga","Cardiobacterium","Catenibacterium","Centipeda","Cetobacterium","Citrobacter","Clostridium","Collinsella","Comamonas","Coprobacillus","Coprobacter","Coprococcus","Corynebacterium","Cronobacter","Cryptobacterium","Desulfovibrio","Dialister","Dorea","Dysgonomonas","Eggerthella","Eggerthia","Eikenella","Enterobacter","Enterococcus","Escherichia","Eubacterium","Faecalibacterium","Flavonifractor","Fretibacterium","Fusobacterium","Gardnerella","Gemella","Gordonibacter","Granulicatella","Haemophilus","Holdemania","Kingella","Klebsiella","Kosakonia","Lachnoanaerobaculum","Lactobacillus","Lactococcus","Lautropia","Leptotrichia","Leuconostoc","Megamonas","Megasphaera","Methanobrevibacter","Methanosphaera","Mitsuokella","Morganella","Mycoplasma","Neisseria","Odoribacter","Olsenella","Oribacterium","Oscillibacter","Oxalobacter","Pantoea","Parabacteroides","Paraprevotella","Parascardovia","Parasutterella","Parvimonas","Pectobacterium","Pediococcus","Peptoniphilus","Peptostreptococcus","Phascolarctobacterium","Plesiomonas","Porphyromonas","Prevotella","Propionibacterium","Proteus","Providencia","Pseudoflavonifractor","Pseudomonas","Pusillimonas","Pyramidobacter","Ralstonia","Raoultella","Roseburia","Rothia","Ruminococcus","Saccharopolyspora","Scardovia","Selenomonas","Serratia","Shewanella","Shigella","Shuttleworthia","Slackia","Solobacterium","Staphylococcus","Stomatobaculum","Streptococcus","Subdoligranulum","Succinatimonas","Sutterella","Tannerella","Treponema","Turicibacter","unclassified","Veillonella","Weissella"
"ERR527076",0,0,0,0,0,0,0,0,0,0,0.91893,0,0,0,0,0,0.02447,0,0.00791,15.51447,0.57506,0.02879,0.08559,0.31388,0,0,0,0,0,0,0,0,0,0,0.0995,0.01817,0.03911,0,0,0,0.14417,0,0,0,0,0.00427,0.03234,0,0.01404,0,0,0.08034,0,0.9411,6.22955,10.06607,0,0,0,0,0,0,0,0.16484,0.01854,0,0.82441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36286,0,0,0.76561,0,0,0.0948,0,0,0,0,0,0,0,0,56.52343,0,0,0,0,0,0,0.00278,0,0,3.63492,0,1.26119,0.17543,0,0,0,0,0,0,0,0,0.03712,0,0.01869,0.2254,0,0,0,0,0.00524,0.704630000000009,0.04235,0
"ERR527077",0,0,0,0,0,0.13355,0,0,0,0,0.14936,0,0,0,0,0,0.05729,0,0.01707,74.10991,0,0.74055,0.00482,1.7434,0,0,0,0,0,0,0,0,0,0,0,1.49778,0,0,0.02235,0,0.30315,0,0,0,0,0,0.03177,0,0.04793,0,0,0,0,0.1823,1.19818,1.34931,1.07287,0,0.43865,0,0,0.00176,0,0,0.26199,0,0.02098,0,0,0.01664,0,0,0,0.02839,3.85846,0,0,0,0,0,0,0,0.12405,0,0,4.83651,0,0,0.57652,0,0,0,0,0,0,0,0,0,0,0,0.00812,0,0,0,0,0.02976,0,0,0,0,1.60888,0,0.02382,0.14603,0,0,0,0,0,0,0,0,0.04992,0,0.42358,2.00756,0,0,0,0,0,2.87679000000004,0,0
"ERR527078",0,0,0,0,0,0.08482,0.01949,0,0,0.00508,5.98012,0,0,0,0,0.06488,0,0,0,8.45089,0.15559,0.53459,0.24924,0.70019,0,0,0,0,0,0,0,0,0,0,0,6.21729,0.07748,0,0,0,0.10656,0,0,0,0.03088,0,0.1976,0,0,0,0,0,0,0,38.97503,3.98282,0.04318,0,0,0,0,0,0,0,0.02596,0,0.00469,0,0,0,0,0,0,0,0,0.05102,0.48958,0.09478,0,0,0,0,0.81537,0,0,0.53174,0.10662,0,2.2516,0.79617,0,0,0,0,0,0,0,0,0,0,25.33653,0,0,0,0,0,0,0,0,0,0.12495,0,0.85804,0,0,0,0,0,0,0,0,0,0.04536,0,0.42321,0.25475,0,0.41561,0,0,0,1.48628999999998,0.012,0
"ERR527079",0,0,0,0,0,0.00535,0.03,0,0,0.1978,5.88318,0,0,0,0,0.01301,0.01364,0,0,31.71172,2.92592,0.13884,0.38093,0.89755,0,0,0.00178,5.65005,0,0,0,0,0,0,0.05207,3.61211,0.09605,0.00805,0,0.34478,0.43583,0,0,0,0.03944,0.3233,0.57576,0,0,0,0,0.02967,0,0.24133,9.22063,4.67286,0.00788,0,0,0,0,0,0,0.00439,0.01737,0,0.05375,0,0,0.05442,0,0,0,0,2.25733,0,0.38536,0,0,0,0,0,1.48011,0,0,0.28464,0.00171,0,2.40776,2.36528,0,0.30847,0.02108,0,0,0,0,0,0,0.0058,7.3105,0,0,0,0,0,0,0,0,0,4.59694,0,2.88978,0,0,0,0,0,0,0,0,0,0.05392,0,0.06516,3.30695,0,0,0,0,0.00274,4.60402000000001,0.01299,0
"ERR527080",0,0,0,0,0,0.10824,0.02233,0,0,0,22.04466,0,0,0,0,0.0034,0,0,0,44.0488,0,1.91586,0.49124,0.601,0,0,0,0,0,0,0,0,0,0,0,0.01453,0,0,0,0,0.27425,0,0,0,0,0,0.2113,0,0.01394,0,0,0,0,0.23027,11.40261,7.56481,0,0,0,0,0,0.00242,0,0,0.01299,0,0.41153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1577,0,0,0.00401,0.00787,0,2.04043,0,0,0.08863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14561,0,0,4.22554,0,0.49156,0,0,0,0,0,0,0,0,0,0.05617,0,0.32772,1.16043,0,0,0,0,0,0.859980000000036,0.06017,0
"ERR527081",0,0,0,0,0,0.16331,0,0,0,0,17.52997,0,0,0,0,0,0.02363,0,0.00778,6.32589,3.24931,0.00046,0.65648,0.97412,0,0,0.00213,6.91056,0,0,0,0,0,0,0.03924,0.61288,0.19753,0.00746,0,0,5.16595,0,0,0,0.94817,0,0.76196,0,0,0,0,0.05322,0.02838,7.09617,4.92132,18.52135,0.01697,0,0,0,0,0,0,0.12349,0.01944,0,0.07877,0,0,0,0.01629,0,0,0,0.73548,0,0.78932,0,0,0.0092,0,0,0.41572,0,0,1.01441,0.02497,0,4.35184,0,0,0.02287,0,0,0,0,0,0,0,0.0234,0.53515,0,0,0,0,0,0,0,0,0,7.67859,0,1.48748,0.2084,0,0,0,0,0,0,0,0,0.06568,0,0.12565,3.06614,0,0,0,0,0,4.98848000000002,0.00499,0
"ERR527082",0,0,0,0,0,0.21795,0,0,0,17.83178,14.05311,0,0,0,0,0,0,0,0,23.59956,3.75037,0,0.32492,1.06833,0,0,0.03882,0,0,0,0,0,0,0,0,0.14008,0,0,0,0,0.16564,0,0,0,0.10253,0,0.38627,0,0.03903,0,0,0,0,0.81627,3.21963,2.8448,0.02123,0,0,0,0,0.00356,0,0,0.10157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12905,0,0,0.38694,0,0,5.97874,0,0,0.52196,0,0,0,0,0,1.85504,0,0,0.10713,0,0,0,0,0,0,0,0,0,0.72103,0,1.10914,0,0,0,0,0,0,0,0,0,0,0,0.07868,15.93431,0,0,0,0,0,2.44138999999998,0.01114,0
"ERR527083",0,0,0,0,0,0,0,0,0,4.41729,13.87809,0,0,0,0,0.04665,0.0964,0,0,20.672,0.73798,0,0.72095,0.78726,0,0,0,0,0,0,0,0,0,0,0,0.48704,0.09684,0,0,0,0.47093,0,0,0,0.88334,0,0.11995,0,0,0,0,0,0,1.33346,20.39089,3.42986,0.01589,0,0,0,0,0,0,0,0,0,0.14013,0,0,0,0,0,0,0,0.43334,0,0,0,0,0,0,0,1.33218,0,0,1.02988,0.15969,0,3.09522,0,0,0.16354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96827,0,18.00283,0,0,0,0,0,0,0,0,0,0,0,0.221,2.06289,0,0,0,0,0,3.80621000000001,0,0
"ERR527084",0,0,0,0,0,0.01111,0,0,0,4.8903,15.26032,0,0,0,0,0.04977,0.09882,0,0,20.04417,0.82832,0,0.8187,0.84353,0,0,0.0129,0,0,0,0,0,0,0,0,0.59139,0.12099,0,0,0,0.44709,0,0,0,0.95504,0,0.09387,0,0.02048,0,0,0,0,1.31215,19.37778,3.65887,0.07663,0,0.02013,0,0,0,0,0,0.02124,0,0.15567,0,0,0,0,0,0,0,0.44358,0,0,0,0,0,0,0,1.25309,0,0,1.14551,0.34129,0,3.25829,0,0,0.22857,0,0,0,0,0,0,0,0,0.00991,0,0,0,0.01061,0,0,0,0,0,0.93058,0,16.91717,0,0,0,0,0,0,0,0,0,0,0,0.20896,2.06409,0,0,0,0,0,3.42986999999995,0.04921,0
"ERR527085",0,0.00077,0,0,0,0.02454,0,0,0,0,8.5318,0,0,0,0,0,0,0,0,49.79922,0,0.1185,0,0.46732,0,0,0,0,0,0,0,0,0,0,0,0.00262,0.00718,0,0,0.25716,2.32971,0,0,0,0,0,0.22679,0,0,0,0,0,0,0.10554,18.77725,4.69363,0.00531,0,0.0395,0,0,0,0,0.01729,0.00391,0,0,0,0,0.06135,0,0,0,0,1.32713,0.17154,0,0,0,0,0,0,0,0,0,0.08712,0,0,1.82236,0,0,0,0,0,0,0,0,0,0,0,0.0612,0,0,0,0,0,0,0,0,0,3.93788,0,3.15247,0,0,0,0,0,0,0,0,0,0,0,0.63292,0.57343,0,0,0,0,0,2.69837,0.06619,0
"ERR527086",0,0,0,0,0,0,0,0,0,0,3.43724,0,0,0,0,0,0,0,0,66.41057,0.51518,0.06464,0.24658,0.96023,0,0,0,0,0,0,0,0,0,0,0,0.40792,0,0,0.02329,0,0.05534,0,0,0,0,0,0.14636,0,0.00447,0,0,0,0,0,5.36607,3.76633,0.02686,0,0.54876,0,0,0,0,0.43683,0.09259,0,0,0,0,0,0,0,0,0,1.20638,0,0,0,0,0,0,0,0.02388,0,0,0.02612,0,0,1.37402,0,0,0,0,0,0,0,0,0,0,0,0.03196,0,0,0,0,0,0,0,0,0,10.69674,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52534,0.86478,0,0,0,0,0,1.17146,1.57006,0
"ERR527087",0,0,0,0,0,0.00772,0,0,0,0,3.59787,0,0,0,0,0.00893,0,0,0,65.15385,0.50837,0.12505,0.36478,0.88625,0,0,0,0,0,0,0,0,0,0,0,0.55437,0,0,0.0518,0,0.0807,0,0,0,0,0,0.16645,0,0.02341,0,0,0,0,0,5.23717,4.12357,0.02797,0,0.51389,0,0,0,0,0.48026,0.11764,0,0,0,0,0.03159,0,0,0,0,1.14999,0,0,0,0,0,0,0,0.07101,0,0,0.04665,0,0,1.87125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34888,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47807,0.52696,0,0,0,0,0,2.01846999999998,1.42708,0
"ERR527088",0,0,0,0,0,0,0,0,0,0,2.51633,0,0,0,0,0,0,0,0,59.4385,0.3914,0.50578,0.09675,0.76696,0,0,0,0,0,0,0,0,0,0,0,0,0.10967,0,0,0.04717,0.40844,0,0,0,0,0,0.36551,0,0,0,0,0,0,0.01333,13.48787,10.88998,0,0,0,0,0,0,0,0.36876,0.00188,0,0.05687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31935,0,0,0.10753,0,0,0.79428,0,0,0,0,0,0,0,0,0,0,0,0.00792,0,0,0,0,0,0,0,0,0,5.11604,0,0.72607,0,0,0,0,0,0,0,0,0,0,0,0.01296,0.5493,0,2.67498,0,0,0,0.147380000000027,0.07899,0
"ERR527089",0,0,0,0,0,0.04062,0,0,0,0.5522,5.33497,0,0,0,0,0,0.045,0,0,32.16734,5.1994,0.02846,0.17139,0.33533,0,0,0.03259,15.9673,0,0,0,0,0,0,0,0.00444,0.01031,0,0,0.11465,0.16734,0,0,0,0.35076,0,0.57085,0,0,0,0,0,0,0.36361,1.19777,17.52291,0,0,0,0,0,0,0,0.07565,0.01464,0,0.00988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15283,0,0,0.11841,0,0,3.3558,3.1361,0,0,0,0,0,0,0,0,0,0,0.25347,0,0,0,0,0,0,0,0,0,1.90006,0,1.63547,0,0,0,0,0,0,0,0,0,0,0,0.36643,5.19236,0,0.94732,0,0,0,0.443860000000058,0.22048,0
"ERR527090",0,0,0,0.02474,0,0.00206,0,0,0,0,0.84302,0,0,0,0,0,0,0,0,6.36054,0.1215,0.00773,0.06648,0.21043,0,0,0.11748,0.00566,0,0,0,0,0,0,0,0,0.02895,0,0,0,0.05115,0,0,0,0.00229,0,0.10825,0,0,0,0,0.00761,0,0.14221,10.13737,3.03169,0,0,0,0,0,0,0.00168,1.73564,0.02001,0,0,0,0,0,0,0.03314,0,0,0.07096,0,0,0,0,0,0,0,1.1602,0,0,0.03227,0.15295,0,0.97268,0.89258,0,0.00257,0,0,0,0,0,0,0,0,54.62737,0,0,0,0,0,0.01277,0,0,0,14.21278,0.00465,2.72662,0,0,0,0,0,0,0,0,0,0,0,0.24915,0.80742,0,0,0,0,0.00068,0.965920000000011,0.0488,0
"ERR527091",0,0,0,0,0,0.00035,0,0,0,0,1.57155,0,0,0,0,0.01971,0,0,0,5.56856,1.01399,0.27046,0.02069,0.06189,0,0,0.02339,0.00222,0,0,0,0,0,0,0,0.02794,0,0,0,0,1.17006,0,0,0,0.04621,0,0.37688,0,0.00147,0,0,0,0,1.7178,2.5905,3.85918,0,0,0,0,0,0,0,0.00657,0.00047,0,0.1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23377,0,0,0.02553,0,0,0.5635,0,0,0,0,0,0,0,0,1.2556,0,0,76.71405,0,0,0,0,0,0,0,0,0,0.0986,0,0.14554,0,0,0,0,0,0,0,0,0,0,0,0.01377,1.25407,0,0.99996,0,0,0.05474,0.0980799999999675,0,0
"ERR527092",0,0,0,0,0,0,0,0,0,0,19.19577,0,0,0,0,0,0,0,0,36.66855,4.15794,0,0.25322,0.26764,0,0,0.01711,0,0,0,0,0,0,0,0.00462,0,0,0,0,0,0.04891,0,0,0,0.01778,0,0.21461,0,0,0,0,0.18311,0,1.08277,14.19629,3.84905,0,0,0,0,0,0,0,0.22179,0,0,1.65153,0,0,0,0,0,0,0,2.84451,0,0,0,0,0,0,0,2.38641,0,0,0.05402,0,0,2.75563,3.25548,0,0.14219,0,0,0,0,0,0,0,0,2.39,0,0,0,0,0,0,0,0,0,0.58188,0,0.06337,0,0,0,0,0,0,0,0,0,0,0,0.38606,0.46477,0,0,0,0,0,1.86143999999999,0.78355,0
"ERR527093",0,0,0,0,0,0,0,0,0,0,20.40344,0,0,0,0,0.01402,0,0,0,35.50669,4.11393,0.04989,0.3085,0.30826,0,0,0.04718,0,0,0,0,0,0,0,0.05733,0,0.01294,0,0,0,0.08345,0,0,0,0.08553,0,0.21427,0,0,0,0,0.27959,0,1.28571,13.99808,4.10507,0,0,0,0,0,0,0,0.25614,0,0,1.61319,0,0,0,0,0,0,0,2.54189,0,0,0,0,0,0,0,2.44789,0,0,0.08045,0.04208,0,2.37566,3.4052,0,0.19391,0,0,0,0,0,0,0,0,1.68441,0,0,0,0,0,0,0,0,0,0.54088,0,0.0858,0,0,0,0,0,0,0,0,0,0,0,0.33933,0.37161,0,0,0,0,0,2.33057000000001,0.81711,0
"ERR527094",0,0,0,0,0,0,0,0,0,0,0.27039,0,0,0,0,0.01825,0,0,0,83.84162,0,0,0.38487,0.31505,0,0,0,0,0,0,0,0,0,0,0,0.13483,0.01397,0,0,0,0.02546,0,0,0,0,0,0.04579,0,0,0,0,0,0,0.14606,4.87715,2.16461,0.05636,0,0.09957,0,0,0,0,0.01804,0.01156,0,0,0,0,0,0,0,0,0,0.88458,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3268,0,0,0,0,0,0,0,0,0,0,0,0.00984,0,0,0,0,0,0,0,0,0,3.06718,0,1.86109,0,0,0,0,0,0,0,0,0,0,0,0.02632,0.21083,0,0,0,0,0,0.18768,0.0021,0
"ERR527095",0,0,0,0,0,0,0,0,0,0,0.28521,0,0,0,0,0.00189,0,0,0,84.75804,0,0,0.42551,0.30963,0,0,0,0,0,0,0,0,0,0,0,0.15197,0.02907,0,0,0,0.02641,0,0,0,0,0,0.08375,0,0,0,0,0,0,0.21921,4.57199,2.14645,0.06132,0,0.08142,0,0,0,0,0.04666,0.00472,0,0.026,0,0,0,0,0,0,0,0.76444,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22961,0,0,0,0,0,0,0,0,0,0,0,0.0045,0,0,0,0,0,0,0,0,0,2.89167,0,1.67666,0,0,0,0,0,0,0,0,0,0,0,0.01712,0.08721,0,0,0,0,0,0.082950000000011,0.01659,0
"ERR527096",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02256,0,0,0,75.0314,0,0.00501,0.36128,0.11747,0,0,0,0,0,0,0,0,0,0,0.01477,0.47682,0,0,0.01118,0,0,0,0,0,0,0,0.01058,0,0.00046,0,0,0,0,9.13304,0,1.30386,0.08155,0,0.44948,0,0,0,0,0,0,0,0.06378,0,0,0,0,0,0,0,5.33613,0,0,0,0,0,0,0,1.50912,0,0,0.41252,0,0,3.90674,0,0,0,0,0,0,0,0,0,0,0,0.01337,0,0,0,0,0,0,0,0,0,1.12239,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1653,0.03155,0,0,0,0,0,0.419640000000044,0,0
"ERR527097",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02645,0,0,0,74.64208,0,0.01211,0.45152,0.20536,0,0,0,0,0,0,0,0,0,0,0.0128,0.52111,0,0,0.00559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.65933,0,1.33821,0.06548,0,0.45773,0,0,0,0,0,0,0,0.06741,0,0,0,0,0,0,0,4.96744,0,0,0,0,0,0,0,1.55909,0,0,0.50499,0,0,3.84504,0,0,0,0,0,0,0,0,0,0,0,0.02075,0,0,0,0,0,0,0,0,0,1.10418,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15929,0.00719,0,0,0,0,0,0.362840000000034,0.00401,0
"ERR527098",0,0,0,0,0,0,0,0,0,0.17979,1.34904,0,0,0,0,0.05949,0,0,0,49.31141,0.36799,0.3995,0.24403,0.41773,0,0,0,0,0,0,0,0,0,0,0,0.86475,0.01111,0,0.02392,0,0.19236,0,0,0,0.01797,0,0.15092,0,0.01179,0,0,0,0,0.28031,2.91521,3.48482,0.0304,0,0,0,0,0,0,0.10936,0.01152,0,0.00781,0,0,0,0,0,0,0,2.35198,0,0.00681,0,0,0,0,0,0.73169,0,0,0.12322,0.0674,0,1.10308,0,0,0.07758,0,0,0,0,0,0,0,0,20.13911,0,0,0,0,0,0,0,0,0,12.0681,0,1.17821,0,0,0,0,0,0,0,0,0,0,0,0.08674,0.32775,0,0,0,0,0,1.13346999999997,0.16363,0
"ERR527099",0,0,0,0,0,0,0,0,0,0,6.26779,0,0,0,0,0.0198,0,0,0,67.56387,0,0.45704,0.2662,0.29965,0,0,0,0,0,0,0,0,0,0,0,2.28707,0.01744,0,0,0.48892,0.03847,0,0,0,0,0,0.0385,0,0,0,0,0,0,0.02508,5.29678,4.60559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29329,0,0,0.33624,0,0,0.36832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13235,0,2.80757,0,0,0,0,0,0,0,0,0,0,0,0.01195,1.25132,0,0,0,0,0,4.12675999999999,0,0
"ERR527100",0,0,0,0,0,0,0,0,0,0,9.17996,0,0,0,0,0.03267,0.02882,0,0,60.47731,0,0.7292,0.42527,0.24206,0,0,0,0,0,0,0,0,0,0,0,2.26333,0.07508,0,0.01469,0.37231,0.10283,0,0,0,0,0,0.03897,0,0.01399,0,0,0,0,0.03619,5.63776,6.28694,0.01902,0,0,0,0,0.00515,0,0.01761,0.05235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46032,0,0,0.64214,0,0,0.57428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00814,0,0,0,0,0,2.53117,0,2.94716,0,0,0,0,0,0,0,0,0,0,0,0.04376,1.95894,0,0,0,0,0,3.76214,0.02044,0
"ERR527101",0,0,0,0,0,0.01115,0,0,0,0,0.06594,0,0,0,0,0.00193,0,0,0,5.30512,0.05538,0.94947,0.05669,0.31276,0,0,0,0,0,0,0,0,0,0,0,0.00627,0.03563,0,0.00418,0.02655,0.4672,0,0,0,0,0,0.10686,0,0.00023,0,0,0.05657,0,0.31704,1.17679,1.98203,0.00241,0,0,0,0,0,0,0.04382,0,0,0.12765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01984,0,0,0.04355,0,0,0.82654,0,0,0.01338,0,0,0,0,0,0,0,0,83.85096,0,0,0,0,0,0,0,0,0,1.72918,0,0.09161,0,0,0,0,0,0,0,0,0,0,0,0.31668,0.22595,0,0.85576,0,0,0.02318,0.816059999999993,0.07564,0
"ERR527102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.36804,0,0,0,3.68336,0,0,0,0,0,0,0,0,0,0,0,0.51006,0,0,0,0,0.06189,0,0,0,0,0,0,0,0,0,0,0,0,0.86734,0,8.97039,0,0,5.53049,0,0,0,0,0,0,0,0.3406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06917,0,0,0,0,0,0,0,0,0,0,0,0.14055,0,0,0,0,0,0,0,0,0,0.0727,0,2.99725,0,0,0,0,0,0,0,0,0,0,0,0,0.35473,0,0,0,0,0,0.0334300000000241,0,0
"ERR527103",0,0,0,0,0,0,0,0,0,0,0.22486,0,0,0,0,0.14219,0,0,0,48.60536,0,0.00281,0.36124,4.15252,0,0,0,0,0,0,0,0,0,0,0.00037,0.97484,0,0,0.04229,0,0.94077,0,0,0,0,0,0.61699,0,0.12343,0,0,0,0.05556,2.641,0.22565,18.50444,0.22424,0,5.10598,0,0,0.00099,0,0.49356,0,0,1.57562,0,0,0,0,0,0,0,0,0.03436,0,0,0,0,0,0,0,0,0,0.58194,0,0,8.90975,0,0,0,0,0,0,0,0,0,0,0,0.42908,0,0,0,0,0,0,0,0,0,0.08069,0,3.5212,0,0,0,0,0,0,0,0,0,0,0,0.21573,0.16941,0,0,0,0,0.02378,0.92586,0.09349,0
"ERR527104",0,0,0,0,0,0.05293,0,0,0,0.88056,8.01814,0.00511,0,0,0,0,0.02399,0,0,29.38668,3.5333,0.19433,1.76275,2.49834,0,0,0.0133,0,0,0,0,0,0,0,0,4.32786,0,0,0,0,0.16992,0,0,0,0.03458,1.2319,0.20719,0,0.00668,0,0,0,0,1.25653,18.07551,7.5151,0,0,0,0,0,0,0,0,0.03861,0,0,0,0,0,0,0,0,0,0,0,0,0.13177,0,0,0,0,0.43682,0,0,1.44532,0,0,1.77359,0.00464,0,0.01004,0,0,0,0,0,0,0,0,0.02514,0,0,0,0,0,0,0,0,0,3.29566,0,2.92451,0,0,0,0,0,0,0,0,0,0,0,0.00112,7.97689,0,0,0,0,0,2.74119000000002,0,0
"ERR527105",0,0,0,0.05687,0.00985,0,0,0.31877,0.02018,0,0.00213,0,0,0,0.00121,0,0,0.00233,0,36.24827,0,0.20158,0.10843,0.54981,0,0.00335,0,0,0.33988,0,0,0,0,0,0,1.09976,0.0032,0,0.00134,0,0,0,0,0,0,0.00653,0.1413,0,0,0,0.00569,0.16277,0.01344,0.28161,1.43661,5.8069,0.03508,0,1.10045,0,0.00672,0,0.04015,8.81484,0.01334,0,0.22786,0,0,1.17419,0,0.00356,0.0144,0,0,0.35166,0,0,0.00294,0,0,0.00124,0,0,0,0,0,0,0.10987,0,0,0,0,0,0,0,0.01114,0,0,0.00055,15.08129,0,0,0,0,0,0,0,0,0,0.15364,0.00591,0.34913,0,0,0.01198,0,0,0.02631,0,0.01137,0.00113,0,0,5.73765,0.02572,0,0,0,0,0.12779,0.120970000000042,19.61731,0
"ERR527106",0,0,0,0,0,0.01754,0,0,0,0,1.57077,0,0,0,0,0.13043,0,0,0,57.46479,0,0.01271,0.43285,1.00512,0,0,0.02491,0,0,0,0,0,0,0,0.0014,0.10164,0,0,0,0.04337,2.88396,0,0,0,0.00751,0,0.32292,0,0,0,0,0,0,0.11294,7.08863,6.51127,0,0,0,0,0,0.00506,0,0.30498,0.00354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60728,0,0,0.22313,0,0,2.7455,0,0,1.02503,0,0,0,0,0,0,0,0,0.02558,0,0,0,0,0,0,0.0021,0,0,9.55546,0,4.59288,0,0,0,0,0,0,0,0,0,0,0,0.01518,0.62391,0,0,0,0,0,1.49028,0.04733,0
"ERR527107",0,0,0,0,0,0.0119,0,0,0,0,2.66963,0,0,0,0,0.0205,0.03864,0,0,59.27843,0,0,1.04753,1.23163,0,0,0.19778,0,0,0,0,0,0,0,0,0.69056,0,0,0.00447,0,0.0305,0,0,0,0.00102,0,0.70511,0,0.04182,0,0,0,0,0.23518,3.09174,8.48795,0.06905,0,0.00754,0,0,0.00174,7e-04,0.03676,0.05897,0,0.00265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254,0,0,0.94424,0,0,7.38379,0,0,0.97415,0,0,0,0,0,0,0,0,0.02396,0,0,0,0.01884,0,0,0,0,0,1.55724,0,4.23107,0,0,0,0,0,0,0,0,0,0,0,0.04324,1.7155,0,0,0,0,0,5.07928000000001,0.04149,0
"ERR527108",0,0,0,0.01269,0,0.00404,0,0,0,0.00928,3.95972,0,0,0,0,0.00939,0,0,0,49.0468,0.27548,0.21875,0.18457,0.44251,0,0,0.00047,0,0,0,0,0,0,0,0,1.54154,0.07728,0,0,0.02894,0.45124,0,0,0,0,0,0.24575,0,0,0,0,0,0,0.02416,16.74039,5.33849,0,0,0,0,0,0,0.02604,2.26587,0,0,0,0,0,0,0,0,0,0,0.53814,0,0,0,0,0,0,0,0.01211,0,0,0.0926,0,0,1.15381,0,0,0.00986,0,0,0,0,0,0,0,0,0.01703,0,0,0,0,0,0,0,0,0,12.02079,0.01067,2.04435,0,0,0,0,0,0,0,0,0,0,0,0.3461,0.55704,0,0,0,0,0,1.55354999999996,0.74055,0
"ERR527109",0,0,0,0,0,0.01075,0,0,0,0,26.43271,0,0,0,0,0,0,0,0,43.67633,0,0.11853,1.0302,1.39989,0,0,0,0,0,0,0,0,0,0,0,0.5516,0,0,0,0,0.41784,0,0,0,0,0,0.41056,0,0,0,0,0,0,1.88615,3.99038,2.86048,0,0,0,0,0,0,0,0,0,0,0.07919,0,0,0,0,0,0,0,0.36638,0,0,0,0,0,0,0,0.98586,0,0,1.28965,0,0,3.86244,0,0,0,0,0,0,0,0,0,0,0,0.26706,0,0,0,0,0,0,0,0,0,1.00328,0,8.28641,0,0,0,0,0,0,0,0,0,0,0,0,0.81123,0,0,0,0,0,0.263080000000002,0,0
